b_totalOutMissed_Intercept,b_totalEmerg_Intercept,b_totalOutMissed_SexFac1,b_totalOutMissed_ageScaledCentre,b_totalOutMissed_SIMDFac2,b_totalOutMissed_SIMDFac3,b_totalOutMissed_SIMDFac4,b_totalOutMissed_SIMDFac5,b_totalOutMissed_UrbRurRural,b_totalOutMissed_logtimeYears,b_totalEmerg_SexFac1,b_totalEmerg_ageScaledCentre,b_totalEmerg_SIMDFac2,b_totalEmerg_SIMDFac3,b_totalEmerg_SIMDFac4,b_totalEmerg_SIMDFac5,b_totalEmerg_UrbRurRural,b_totalEmerg_logtimeYears,sd_patientid__totalOutMissed_Intercept,sd_patientid__totalEmerg_Intercept,cor_patientid__totalOutMissed_Intercept__totalEmerg_Intercept
-0.4227620831314713,0.659336106418957,0.08843298926181112,-0.200696111175188,-0.5913694513464348,-0.7656150583787794,-0.8311479045419641,-0.5078200959306984,-0.44593567912092574,0.6611919714457692,-0.04647264110087554,0.12119399297069337,-0.4065189962865552,-0.739229349595503,-0.5259684062430918,-0.6184346336504616,-0.1656027877080761,0.5359448003075203,1.0918189336125608,1.1337400491406215,0.575104861674301
-0.7818320524775682,0.6244587733920032,0.10389387064369128,-0.20469865088983083,-0.47307720723909213,-0.36383908565604056,-0.6350441944306991,-0.4320153686221622,-0.5054179419274435,0.6574153334896156,-0.18898444810567405,0.20388080024123162,-0.29825637791216214,-0.35742211567298815,-0.4260295962966901,-0.6678884485824977,-0.34191783169385936,0.6075189839445787,1.203659954272059,1.1208636395039009,0.49246311807741444
-0.7985976854803443,0.45547008935342465,0.07662910263857638,-0.18538906229762703,-0.5706449050373225,-0.4241719228537773,-0.55698110541383306,-0.5321405636570102,-0.3654307243149468,0.7130355788377898,-0.017884220946457644,0.15270482942570365,-0.3467981728037488,-0.5687928571544818,-0.6759805768127668,-0.7518379170444933,-0.18414178603136436,0.6153425553453883,1.2730271970880394,1.12517464933572,0.5825458210811513
-0.43237085423852734,0.6357538953122868,0.19119321946744416,-0.15310598347132104,-0.3276200564632954,-0.6047156624025815,-0.9656185298162249,-0.4914345279669521,-0.2708720778094598,0.5856145569367026,-0.05821037739759656,0.15125305716382711,-0.24582430341361677,-0.5989059214636534,-0.8662805299081111,-0.603215148586479,-0.026356710845051916,0.5761591350840711,1.155832630870308,1.1540471406637118,0.5407875633970785
-0.7458454181031663,0.7521169089451551,0.1956164799611596,-0.1921976423819161,-0.32775208969771386,-0.3902889822999692,-1.1019379206970545,-0.41482481138273286,-0.41527248462494926,0.7195705845886015,-0.08262037325075938,0.21581657999966072,-0.44357662810105675,-0.5839639681838754,-0.8004581603591199,-0.7106289848571753,-0.22841977076839626,0.5444638558463242,1.2456580242446433,1.1309850785846411,0.5209752769329307
-0.5906843172670606,0.5649011783860016,0.3128627276109457,-0.10733549514088173,-0.653878176755125,-0.6381134161159507,-0.6195037786857329,-0.6816329863807407,-0.712237131309912,0.6853603314953537,-0.011733252865708003,0.1341943176647182,-0.3930248152334084,-0.722085000257188,-0.6938210576001597,-0.8551831360995416,-0.14563617574521587,0.6080517494176417,1.2083703191610633,1.1035943755094482,0.5621457025096356
-0.6468489993308038,0.5903260889411421,0.15185591901380238,-0.09748971858220523,-0.6346309765644671,-0.6915295737406957,-0.6355948316551125,-0.6042116823876115,-0.6414727897255426,0.7110882206075225,-0.08556075171690412,0.16582212897000226,-0.28513852872150003,-0.7764421438498827,-0.5212349343943041,-0.8555025749615756,-0.28550052632527306,0.5700793081959615,1.2587852727095672,1.1409031935991487,0.540811465236616
-0.7813417798196479,0.6227608879629579,0.08749372564998925,-0.13381939985185817,-0.6972763130443601,-0.7449952974280537,-0.7206670955843341,-0.6862661280431425,-0.5327862027979334,0.7929681453271646,0.002908084027948856,0.19101872872028355,-0.5029867239121895,-0.8870546250532181,-0.755473210843336,-0.9837865214076819,-0.23692033283339325,0.6080774766365257,1.2093134442478317,1.128022283735569,0.5329325027641184
-0.7318306293247796,0.5658680983693956,0.1444392378309826,-0.13594407490732663,-0.7366655902903346,-0.7933704944498507,-0.7727911241744374,-0.7330500616015323,-0.5658352327642736,0.811115832268126,0.06348458526846404,0.2004889808661596,-0.4306576989985176,-0.8491662833194893,-0.7075331944607945,-0.9431890814985822,-0.20524359584888785,0.62389829277094,1.213528047328234,1.128199042840962,0.5104016291903863
-0.531206148170501,0.6086775283358159,0.1803241301849194,-0.1703132184055616,-0.5798035508144992,-0.36427253225096107,-0.8364746021395633,-0.5952529245403366,-0.5559165298431586,0.6336665566283696,0.017545385730261202,0.16607842152681043,-0.2521356324350124,-0.5309708227740851,-0.6252806428112436,-0.6722938539642547,-0.19236996666832315,0.5614288919599802,1.1473757302556324,1.1268901173703836,0.5586765898842864
-0.42054047336727274,0.6855757262209405,0.33784259862480437,-0.10280975966998777,-0.5895490517782612,-0.2734968815211509,-0.4474210955953591,-0.5058951647873895,-0.5992408258101759,0.5528880418777647,0.06311591798685776,0.19672045697525747,-0.4853446011717175,-0.3803607250390726,-0.6135686859430043,-0.768928907326118,-0.16713223169526553,0.5344225095625619,1.1423727410728217,1.0684358937982192,0.6191000538873946
-0.6148124285152446,0.5322661770903335,0.21826606648975455,-0.09606844503261103,-0.6785494471344841,-0.45090110177544646,-0.5956131503652251,-0.4793698570405893,-0.2526402864716526,0.7001518411131935,0.09005668543616106,0.14696687007151835,-0.44245137511964333,-0.3664658335978122,-0.5313058755910708,-0.493277216038283,-0.10853891907642385,0.5315930625054864,1.0934066436350152,1.091402199082611,0.6200089380068728
-0.5536235536501218,0.7114985029935879,0.25913066129139956,-0.094209130736298,-0.7566464333838444,-0.2954016885268391,-0.5603779871325769,-0.28844222618920046,-0.6702606501883606,0.6240968238132805,0.06474504427691952,0.16446209320179644,-0.394887496971594,-0.48672924180628363,-0.6449214213937523,-0.49704022372595275,-0.18065665370468928,0.4804840268042415,1.141809797337629,1.1005220128387552,0.6560274565355142
-0.45311150716552356,0.4834922830831845,0.1777534407525831,-0.06151691255780868,-0.695697290799654,-0.6552006245076496,-0.7706577076951896,-0.5445207801588331,-0.3793985498763128,0.6285721055516716,-0.020973386453991362,0.1984065453348093,-0.31790529261888933,-0.45754362540235527,-0.42627249345564705,-0.5375384224117312,-0.2326051268447318,0.5697322700544903,1.1798758008023582,1.1753783892598817,0.6678486589298093
-0.6957577287155718,0.6462948599581337,0.14291018994411614,-0.1504355264483484,-0.3087149239554065,-0.6317968492217687,-0.6759090642663699,-0.6143312718189805,-0.3226468267356204,0.7185730041346903,-0.031033190435018117,0.16768321875388517,-0.3175057718349315,-0.6731803028804493,-0.6875980959606174,-1.0102889194219413,-0.05359083965447046,0.6095652214997688,1.190139097770911,1.117441383305282,0.5762985030755924
-0.9475203872635596,0.687870962734066,0.03750781321432645,-0.20025058661313072,-0.3653436031097379,-0.21120450435571392,-0.49633141204150866,-0.44529058932950466,-0.5346836221157659,0.7172493273586266,-0.03187615089889455,0.14856883275312346,-0.46280586841687255,-0.7127796731004411,-0.7036251045712592,-0.6453088039404271,-0.2716432757802879,0.5608478487070728,1.1484418284242524,1.0749773794961575,0.5931790854054566
-0.5758821830179216,0.8762813841977147,0.25612989127616204,-0.12790432279414368,-0.003585384617236821,-0.3621818141607377,-0.4947841407186828,-0.5334327819102073,-0.4962389931194911,0.5771915515219104,0.0074772988325426375,0.22618365174287355,-0.4022718066772224,-0.8219432394393226,-0.9068146833146908,-0.9708941892991129,-0.30260998827613206,0.5451723641036467,1.092665469743674,1.1812838742379506,0.6575119760160636
-0.618779066738238,0.6332848082133445,0.305380677293644,-0.19050187969533866,-0.6612156897599665,-0.5561463020280897,-0.9908407901644102,-0.6389904115495707,-0.4274173431168839,0.7659044594551223,0.2189920586300769,0.13957854755410165,-0.34564936227535065,-0.5598284616865228,-1.0125904960745409,-0.8913029569540627,-0.34653169443367987,0.6570328829275509,1.124531969317826,1.171876632210427,0.5530099765622473
-0.6771745151639296,0.5145623159454801,0.273584083906768,-0.1994921918301484,-0.47460871304217805,-0.5029822244508522,-0.7174065173414047,-0.3592364968866111,-0.5874602988359365,0.7064625339832848,0.16130902823297685,0.15237866253801835,-0.2641013537211899,-0.45603166660846195,-0.7975173839085795,-0.7407604839575582,-0.2511689385719106,0.6123260353276567,1.1809303902253891,1.2206131570426186,0.6339497020063434
-0.5893243817731031,0.6861495147010981,0.27174236985593503,-0.13358915838180715,-0.5587301478953276,-0.7090606361025875,-0.7942087778856411,-0.633578865374799,-0.30327622033122414,0.6590068121505656,0.07953583038473874,0.15296628589111433,-0.4560874535480722,-0.5418531795266418,-0.701910581833356,-0.8795311023811909,-0.3069894336498227,0.5838884417560354,1.1754339241499907,1.1499000732099893,0.63133900597449
-0.5217995621673602,0.6412256533629067,0.17827959805594853,-0.12662427367341925,-0.6748413301943637,-0.7963341824989197,-0.9011559344773011,-1.1233140262637695,-0.5796572484636533,0.70317506599365,0.08009555023144352,0.18150046332499778,-0.3251023476692564,-0.4725471489400051,-0.6137124713307669,-0.6267719949028361,-0.15779848967189003,0.537528601879666,1.3895322303467077,1.0734300211211252,0.5950626496825325
-0.6345565918162489,0.47495800278176853,0.36539792979172875,-0.1823173108515623,-0.46304624593884514,-0.4984366001075067,-0.6117377403468703,-0.17040378887532726,-0.5436791219114084,0.6274223176133055,0.060391020685630244,0.11361453821751172,-0.1544024441838332,-0.5282522786490732,-0.5237439725884881,-0.6527267314893155,-0.1818241388993869,0.6098811290865426,1.1604122141924458,1.103097599413286,0.6545797014866014
-0.6148138100188527,0.5430664742898971,0.20764837168067704,-0.1827026711774794,-0.4343229855411203,-0.5835719351743731,-0.719225136899256,-0.3222744826058085,-0.34566721143250273,0.7072882629973799,0.05745135369348778,0.155646560370779,-0.30472771921063613,-0.6793846279759564,-0.5795330503771111,-0.6240274616000842,-0.05026671173733566,0.5962835980718093,1.0696236811403972,1.1735066316329144,0.6195430773497078
-0.6169279154356788,0.5100947612522286,0.357222819861513,-0.13778001984522245,-0.5004898581588993,-0.4482592293430495,-0.8118011384449503,-0.507992899750594,-0.7769202276001386,0.702127999724015,-0.0080006617231488,0.19964083139230493,-0.06081780225419499,-0.3031042113648952,-0.3799880220846618,-0.5632337552283782,-0.4571301558820628,0.5781539213905426,1.2388428092224344,1.0740422108987766,0.6353185282129328
-0.5699945162090336,0.4783356232237639,0.1369722120094663,-0.18606009711774293,-0.9974663038614645,-0.7207145632789481,-0.748949814622265,-0.7623257705711917,-0.4831321869688762,0.7705737859905751,-0.10051774221360558,0.09072000509953275,-0.46138218528236213,-0.5138158615262695,-0.5488386286717417,-0.5556249380304844,-0.25666503950972336,0.5549572800603298,1.1256566753694615,1.1544980147117738,0.6608507949215885
-0.3926130726441677,0.4437385600628526,0.3715660215233075,-0.1845109588280482,-0.9979800458814939,-0.8319103063985333,-1.0062650149162509,-0.7215447840986225,-0.5183060030760219,0.698485503877608,-0.12204893378527255,0.10433116947465652,-0.42188815532015866,-0.38677202760142315,-0.36606266292683576,-0.46880349570412344,-0.394773046285827,0.5718123640064788,1.127678590084341,1.1533345604410792,0.634217417116172
-0.6608746456614902,0.8243707083047441,0.36155692284131946,-0.14525835265034,-0.5275604083355271,-0.43154940884744264,-0.7920817484487098,-0.4903242346399982,-0.4012312091556712,0.7166948432353858,-0.056634429747411306,0.17547759786024394,-0.5217165649504641,-0.7309744684336377,-0.590832545073261,-0.7110312983632142,-0.21881030550687275,0.528671879617183,1.1635655051258156,1.0668742028129241,0.5859713937431505
-0.6869759787173955,0.4912014908552641,0.31482228239884097,-0.1568984838299768,-0.5534451336336529,-0.6870404020237368,-0.5700421778098114,-0.7871456670888172,-0.4010627289911756,0.8127247706032084,-0.049549748839533427,0.1755111061939555,-0.21217012595737494,-0.4038412957784844,-0.5035355688103115,-0.6587077333594941,-0.34875448654844643,0.6507270894835526,1.1658451930308031,1.1897473481083853,0.5775004816307712
-0.6637417355146369,0.6033472322657981,0.31519550530912993,-0.17421527741432388,-0.7000079837322805,-0.5423752015527897,-0.8105765215768757,-0.6436002348117443,-0.33805801504330996,0.7353814393772665,-0.056118353795107816,0.18286584866758834,-0.20229327864000404,-0.6152225082659263,-0.5566348804883973,-0.6997617226358516,-0.14765349752820428,0.5866162545975799,1.1896043485106726,1.1227700613594427,0.4740398456083801
-0.7886645038372597,0.5775105922963637,-0.007099445812600153,-0.12674196569579138,-0.33288377482618825,-0.14047208080932794,-0.5082008628048672,-0.5785057682051287,-0.8080298784443963,0.7283803177525543,0.00807159958074636,0.22575688042243003,-0.3545483734043439,-0.4045511373764683,-0.48055610581689673,-0.7832427951874293,-0.3898875021785447,0.5870182762277354,1.1859981703011269,1.0809366307557238,0.5649269551927969
-0.9329507345755034,0.5243950283391652,0.09573094206519107,-0.1527070623191757,-0.044086425395432255,-0.10972288644241582,-0.3244983908398895,-0.6358317356351509,-0.7656736898565308,0.7575039679132181,0.11674616995267073,0.20954167800235776,-0.19389084621972374,-0.4174169918686499,-0.45106904942828047,-0.7672482209752416,-0.3587507737161805,0.5756436501530401,1.1526829991169625,1.0784050641763232,0.5526316221050549
-0.7213853107798001,0.7235970602363508,0.32213500929875166,-0.10210011988232323,-0.23534164341494318,-0.4393820906898941,-0.6983405210459754,-0.44074089575128955,-0.09529381021337333,0.6662462662714621,-0.06681270264905202,0.21017036898859748,-0.40061157462234026,-0.6885533323372759,-0.8121150380501385,-0.7502574808247263,-0.30426883236818064,0.6226515540731181,1.0920748009922556,1.0329679866878088,0.4342435133819893
-0.7553969836147119,0.4546050544305128,0.25352206471650446,-0.09906246868312157,-0.2922690836620025,-0.31170932913253746,-0.5270987933852517,-0.42547858440521236,-0.4245992960899403,0.6171957406061603,-0.045992640822970665,0.18100623731607,-0.11238037694157992,-0.36542953745689793,-0.543769749180841,-0.44494039440532834,-0.09450600741231542,0.5934282745652316,1.2267994368346926,1.078337484178029,0.5382857583165803
-0.683958462577946,0.4116809401265319,0.3511415260109631,-0.08640501334759478,-0.5430368361599399,-0.6175501871411765,-0.695932925865201,-0.3306516553229706,-0.5512451543428106,0.6606722083214195,0.03377578439519066,0.17780219336785927,-0.11657623619405397,-0.5107460448895161,-0.4598128453467075,-0.42579766036328603,-0.22185101818652983,0.6289692539304256,1.24368479266284,1.0492968829151965,0.5982576230668875
-0.9478185608760916,0.4378728026317646,0.2363742220697317,-0.18372890216370508,-0.2975823623989407,-0.5847344608847467,-0.6247860612848324,-0.21455521334929648,-0.25644061534001533,0.6855343816903765,0.051749034536708816,0.1621748755210934,-0.16696393877279775,-0.6602328514427309,-0.6288647946271929,-0.36001875974254227,0.06726649937711097,0.580662043705982,1.2298088126833326,1.0476290369236483,0.611662842124958
-0.7355361930052234,0.6386381834041087,0.33437607312171935,-0.1451008351460266,0.016889169314975905,-0.1244629149839722,-0.24635009105520295,-0.13766418246025405,-0.3392180379571917,0.5333294297532691,0.07639688409644868,0.15127406334401103,-0.555930842461767,-0.6176056467880165,-0.49929121233490315,-0.5911714617919329,-0.16923050829818614,0.509110975680415,1.1058430337241303,1.0939207318322157,0.6197406380774687
-0.9444535154769793,0.5084956190112234,0.28875923376661294,-0.10815359200244856,-0.7059915016556698,-0.4268111248944334,-0.8432207100843763,-0.5450542903178627,-0.2987060046937745,0.7879808836030993,0.046392502075772585,0.18541895750747428,-0.183511570369581,-0.49012062106012166,-0.6246585773644523,-0.6113998338111111,-0.1231207806181434,0.5117610672583901,1.2292413405894282,1.151639536197203,0.6475729084501061
-0.6163040130528724,0.5517631080982167,0.20224485701242262,-0.16136109181120728,-0.3391924212866133,-0.37640022295835174,-0.6974849687646176,-0.5410738874725182,-0.5361221524270751,0.6301533325088352,-0.005745977837642033,0.18891093436714335,-0.12909880201915228,-0.4136082971958828,-0.6431283198220867,-0.6547763702591793,-0.32703946161388636,0.5287831050090693,1.1363224606375828,1.1802408788247907,0.5916694268770617
-0.5468124567121851,0.6895280283323288,0.20750516125426993,-0.17599385382648164,-0.44423482677383447,-0.27595811356074024,-0.5932562006454887,-0.399681077895301,-0.6532319491251204,0.5548165886611363,0.11275491163454938,0.12349047722383749,-0.47533411440432644,-0.6207168925723635,-0.580002977772145,-0.8426410923873924,-0.2655875988206051,0.6343283638856547,1.2189077502205299,1.1032866249393705,0.6212397255568152
-0.6369039364466627,0.6838348629810403,0.11896468265820626,-0.1719695210529316,-0.279755625068419,-0.28516084032032935,-0.6029130754458054,-0.4126454105253412,-0.5807104115172983,0.5844795881649452,0.07503897938197532,0.09757375276427929,-0.29142127689696357,-0.5015467673326454,-0.5606872584368819,-0.6206312156880989,-0.2996896534808759,0.5065624202221235,1.1902450221151566,1.0822869013486685,0.602103224895471
-0.8353236870945188,0.403746350178682,0.16244675996909494,-0.12205599096488752,-0.3635348569497354,-0.4468290009355558,-0.4052970701458097,-0.41851309655438557,-0.4089086400214853,0.761225936755036,0.10621796415309656,0.2136037718909018,-0.16504953987504045,-0.46748992445425713,-0.38248187285798224,-0.47205400969189015,-0.23218765191092153,0.5919224450316836,1.233344933589352,1.128236010280881,0.6593803937728662
-0.5092580053421554,0.7885473850533908,0.10240564525216672,-0.1635707304927031,-0.5306613599061324,-0.42598486427985083,-0.7682503119707145,-0.7898503697890286,-0.5421873562307731,0.6421298119609032,-0.059895428211184515,0.15968794381636228,-0.44385392947830205,-0.7006466669452542,-0.739226892043468,-0.725951975435792,-0.20488577108386674,0.5733503737236715,1.1872864927929467,1.0454266675933976,0.6364315570566879
-0.5987561969154284,0.6938512231996854,0.16956087693579586,-0.15011794672238973,-0.5371357692677943,-0.5465781720542902,-0.8252951248899614,-0.5867758953539285,-0.4438422209294446,0.6929545424478303,0.00640861791826177,0.09274310089636599,-0.35998297373033417,-0.4689201662241643,-0.48745925950017277,-0.8319195056941743,-0.38868225077530216,0.5218277493219988,1.2069289684193232,1.1366971149686806,0.6168110626495547
-0.601137807314065,0.5835326799084839,0.11556425840232223,-0.14875651586842714,-0.420074607628439,-0.5875179393816329,-0.6789860869605641,-0.6267540552722771,-0.45024975603130174,0.6541034406807561,0.06626732319080682,0.15995006669112866,-0.27999858917400283,-0.6717299309684847,-0.661401083856997,-0.6231738787697998,-0.15978006695444388,0.563132761086618,1.1748920846834083,1.1187613929876488,0.6338647870036094
-0.6004671144117266,0.7830584804269767,0.1409117721579582,-0.11231190888806915,-0.728297666718543,-0.7658288148112657,-1.180136076749789,-0.5842691776329798,-0.31290983251567617,0.746991255291058,-0.10032415595964111,0.21213604362397256,-0.5400322473074954,-0.573466927488441,-0.7438636835151713,-0.8180191699552722,-0.26299423191347215,0.5522283881882015,1.2936115674727466,1.0556305050453412,0.5422367061462092
-0.4911682863336583,0.7741288615982078,0.15762881347136648,-0.15509271399063382,-0.6256680241707409,-0.6563606518120227,-1.106543809637256,-0.4778043068220995,-0.6741453397323101,0.6783597064036135,-0.05509939947873328,0.19188143779336503,-0.6375800137467722,-0.6106359825347606,-0.9107783179950948,-0.7924703903449946,-0.266355281983475,0.5880609894699774,1.248470269573292,1.0415597915007988,0.557611583953906
-0.7236479779560911,0.9088214338462436,-0.035592733462372024,-0.14794891527132004,-0.8679442900201906,-0.4455829948031747,-1.0374444186908458,-0.8180905820232828,-0.6712262794632778,0.787452287726756,0.08088658331854683,0.18822978738045243,-0.6742782582114173,-0.8807252553823199,-0.8471979120827805,-0.9148875261571575,-0.3340378311527909,0.5284639565483922,1.2941581119106595,1.099801884769773,0.4657781846488401
-0.8251516575926661,0.9512981360372961,-0.11223244214836481,-0.16344949462382768,-0.5394908067115726,-0.44235765153501805,-1.0211474596801728,-0.8258929320801695,-0.6109680373965006,0.8103418914561221,0.08583607168505682,0.16432051815891083,-0.7257320032979034,-0.9462169827587187,-0.8225112257131909,-0.9896716897152203,-0.25038835143879323,0.5257790964165292,1.2927099022973307,1.101375077441518,0.4813149008854041
-0.39375056782926154,0.7456708820690743,0.39246806397304024,-0.11396378274561914,-0.26414041187924564,-0.5378793951483587,-0.46802236075127973,-0.5484796301753858,-0.5171926702853306,0.602052830047057,0.026603760076427632,0.1443241691189472,-0.27247624081693134,-0.5695623763488421,-0.8451770109145172,-0.9675894836405893,-0.1489363827398247,0.5558229263230663,1.148543356104283,1.0427152533849795,0.529376069489947
-0.4787607111514647,0.5748181035801941,0.2699880146435062,-0.1012782625613293,-0.38669838618979085,-0.6258233144527728,-0.8731528180900856,-0.7664399377963452,-0.29319502059758096,0.6855595326993636,-0.009079502971062027,0.1151225731323879,-0.2130783163158477,-0.4896405948422441,-0.7461230277372338,-0.785659509940467,-0.04234541888767858,0.600229509371399,1.1998673535749287,1.0890201316270218,0.5655092233322739
-0.7776910053089516,0.7167975187703738,0.16182375644184704,-0.2071313583472441,-0.42810159437077255,-0.46154928174715976,-0.5136100045672319,-0.3427201335925423,-0.46197094600507005,0.7459778144588102,0.08222348177302655,0.14076057792035873,-0.17188651818234874,-0.7458311387680572,-0.647688010948198,-0.6433513953121864,-0.2744417658020583,0.5059933170141656,1.172879335208881,1.096252554414552,0.530547685646091
-0.8340789248660508,0.5287712381729954,0.14046216271762585,-0.1826920608040293,-0.48917394266825415,-0.4122051275964047,-0.7144344223126582,-0.2815187314720089,-0.3243320791409373,0.7884965446775218,-0.07621007724981889,0.19738350941723148,-0.36972241000076,-0.3360272453728966,-0.6662675657683492,-0.6464489135009077,-0.16876166855500094,0.5863543853857622,1.1547031334078328,1.1541203214412954,0.5127299595304559
-0.6971850478271769,0.6739628938113089,0.17414646657252245,-0.10636116421177624,-0.5025388071668402,-0.25091756670040377,-0.5108429775353034,-0.15842433440324444,-0.4317038005041342,0.5697195558419367,0.13666292508804814,0.17563479446981503,-0.4667438039416767,-0.455113675617162,-0.7522507109225673,-0.7151633687156776,-0.27097157530719035,0.5294631146874095,1.1119431011462932,1.1047167855677473,0.5087441358256813
