b_totalOutMissed_Intercept,b_totalEmerg_Intercept,b_totalOutMissed_SexFac1,b_totalOutMissed_ageScaledCentre,b_totalOutMissed_SIMDFac2,b_totalOutMissed_SIMDFac3,b_totalOutMissed_SIMDFac4,b_totalOutMissed_SIMDFac5,b_totalOutMissed_UrbRurRural,b_totalEmerg_SexFac1,b_totalEmerg_ageScaledCentre,b_totalEmerg_SIMDFac2,b_totalEmerg_SIMDFac3,b_totalEmerg_SIMDFac4,b_totalEmerg_SIMDFac5,b_totalEmerg_UrbRurRural,sd_patientid__totalOutMissed_Intercept,sd_patientid__totalEmerg_Intercept,cor_patientid__totalOutMissed_Intercept__totalEmerg_Intercept
-1.0992968210971612,-0.01966549451316535,0.0782483906847409,-0.1701234864162563,-0.416506700347966,-0.1802910751513654,-0.49221574349843356,-0.4411522449278018,-0.734841079354881,-0.1249151698853147,0.19776943875747555,-0.14200760643146085,-0.4095890150681913,-0.6791448532399578,-0.5810073515507813,-0.24345016693584767,1.3086993580802257,1.2937135842971137,0.615228603753041
-1.2652986897887168,-0.15992130613750066,0.1225325620505677,-0.17643006882000534,-0.4161587015762027,-0.023201005423647364,-0.5306684433203093,-0.41080387269728547,-0.603038256388003,-0.16351780892502984,0.21019625255325966,0.12626808109582757,-0.2234387301984862,-0.42337600143079657,-0.44901380434506916,-0.28916358968283795,1.377979355367042,1.2566499858650493,0.655662249728526
-1.1239981630966984,-0.2008887951107987,0.3105743003424194,-0.0561010370572379,-0.18353274896348015,-0.2812342572540129,-0.17863205055299503,-0.3846219476878746,-0.8427139223273461,0.020464372313620353,0.1935758263533724,-0.07503249005407017,-0.3601041370351045,-0.2079615508464396,-0.2927005945750664,-0.3585368292346309,1.238596023241947,1.2887996352738726,0.6389076007984427
-1.3615623618392956,-0.052793182126852856,0.1587199451105884,-0.06857883966643617,-0.05998166450292816,-0.2687384506450716,-0.22461025049970046,-0.17353269026260676,-0.6281779497840794,-0.06935371738223023,0.3236215237092679,0.14705661021989258,-0.554844507812103,-0.572119952350197,-0.4837636275723765,-0.31601189762596715,1.2506413109158105,1.2365535467253574,0.5994236503534901
-1.1011167923868768,-0.05335842098071386,0.27555346265121683,-0.09348212182024634,-0.27587970669853823,-0.3452206597792942,-0.5402616249124668,-0.44532315603581435,-0.6257457303422987,-0.07509852140104303,0.25487478128665336,-0.07696138058074174,-0.4214199348140401,-0.6753192326124466,-0.5814029057840835,-0.16471604973559767,1.175678966620458,1.2590452974988058,0.6136175037855394
-1.052533754620038,0.09002139687497873,0.31779074967776744,-0.0760161691858701,-0.19675904369330316,-0.5195162490442524,-0.48707112196878566,-0.3750232729092067,-0.6887365721650351,0.01757452561136929,0.2701678194830543,2.3261598904051467e-6,-0.6427314073639252,-0.5157657691230434,-0.7049727000092478,-0.3019495489084929,1.1884352796367572,1.2749057937726482,0.643277090116874
-1.066040321938635,0.09011594799464412,0.15343331968257123,-0.08115928054750521,-0.04244245912722078,-0.44211178686590746,-0.5909269693399101,-0.5067377997991728,-0.772030493654566,-0.016553106344234365,0.31443538862608184,-0.13648374076727965,-0.7312715746649061,-0.5539978748076219,-0.7240173298587013,-0.3352907226181775,1.2551873754191891,1.3301986810120492,0.6394085753299145
-1.1203583381653752,0.01229041599067765,0.14276136291673444,-0.13206950352750202,-0.09429720264364365,-0.2330748645813738,-0.6073013051523865,-0.5306185091119013,-0.5802758927855437,0.04688187211963553,0.2159525173733027,0.05012289269325265,-0.4925714551310484,-0.6965290193379902,-0.786553917195203,-0.2764935224111449,1.3018245273043403,1.2671115878804737,0.6801485924762344
-1.2488385000528153,0.09757893370277887,0.19848430426079205,-0.07585557632891689,0.09975093527728873,-0.10196008646180511,-0.554938145379699,-0.4498615725113657,-0.6188453185449467,0.00544514987079751,0.23967237895918622,-0.10120844778074609,-0.47930602317854104,-0.7632331521966912,-0.9223862541812301,-0.28532903908578555,1.3531299909696417,1.2798566584295041,0.7086028549963179
-1.2231996500458113,0.06502524769635826,0.3189542618038544,-0.11284987536198982,-0.11734444870948382,-0.03740946914836889,-0.5866275909300048,-0.4058868299103054,-0.6099421115257794,-0.01127697377503727,0.26479292192517423,-0.09806310740065784,-0.5499658527327518,-0.9210510061051099,-0.7770316016556345,-0.06710660849971214,1.338194635914009,1.2660014455616095,0.7189512804299827
-1.1438490097779637,0.1448299188598422,0.3218348150869375,-0.11268816879046753,-0.021245441354911455,-0.007213599592978085,-0.6231403525995644,-0.34082768281440784,-0.6562094374792179,0.1601262643333753,0.23958513372547974,-0.26063915903686086,-0.5552024820775355,-0.7761212497280094,-0.8819027119800698,0.022350397164694353,1.3396994285722406,1.2235496115139206,0.7130113851770222
-1.2272686443195715,0.038645701097283325,0.2034115793754351,-0.09989137428302373,-0.018492002344645313,-0.08431402211525668,-0.2946438967076567,-0.4900146073870726,-0.5614588618068557,0.11803440373034499,0.24329736618538528,-0.12237127039954435,-0.642587320609188,-0.7705041626375883,-0.813531284682331,0.007088363558977285,1.3098789557895778,1.274032968823218,0.6795266958689442
-1.0945699782846938,0.18439361717281544,0.2678920378506381,-0.06710089751550229,-0.31685355934546344,-0.2750705744053813,-0.2750771038609007,-0.3860661540717644,-0.7833159735506471,0.10556805639429132,0.2451216057735349,-0.48378448224098497,-0.5959743961953946,-0.8346815107459987,-0.7589959281088344,-0.3759856222266785,1.2418149973182866,1.1891797371134747,0.6502874066860606
-1.0346676704586033,0.18949334240829951,0.152898382375952,-0.07501177953097701,-0.44423845989025096,-0.5483448104137405,-0.5223174443956846,-0.49072510966275357,-0.43506359026117863,0.10802437686838547,0.27620732206030024,-0.3484499657262447,-0.694529137099462,-0.9745273405857879,-0.9586048181840677,-0.15841232750697395,1.2291486388057375,1.241308033732543,0.5923641573568903
-1.0039066627024407,0.17772368956241724,0.23039907162394713,-0.07224584685619702,-0.5580259305264637,-0.32170780913982916,-0.526938945064758,-0.6357532226785424,-0.6612137665382055,-0.062469222393054843,0.2978490014121066,-0.35801369992561266,-0.6848201847254394,-0.8072822612660323,-0.7829854946590962,-0.18983821311633656,1.225352698789443,1.2505446999802616,0.5711123620795707
-1.088288025268703,0.12654675795615233,0.05180647723166037,-0.04424633110046722,-0.28474430245817045,-0.2665611870815482,-0.7184695214821253,-0.36861648241527645,-0.6888364601569148,0.07834520306647123,0.2667424111581105,-0.30218240255994444,-0.6976816528201212,-0.9297789149156404,-0.6374734820820606,-0.33119064290137606,1.199170827624229,1.2573524189576495,0.5440912948111136
-1.0968980508040163,0.048665270716688025,0.12704812731574505,-0.03469218046765894,-0.38379567595141817,-0.5770961736439726,-0.8333916548264616,-0.45565722696738226,-0.36205517389317715,-0.15238811972577504,0.3069654421731161,-0.3354094962639658,-0.4836839140110349,-0.8232546311190156,-0.765497839943724,-0.2207990269659606,1.2529658519301943,1.134891277494113,0.6222985596401506
-1.0195538054375852,-0.03717633715868751,0.18378244103840008,-0.05093827027908606,-0.3477724409659834,-0.4851805761852207,-0.8571317605366566,-0.6363015797171535,-0.5584060411392684,0.02340151515954769,0.2579940614019013,-0.18816308507380772,-0.5530825175904857,-0.5982429902127432,-0.7058365897392225,-0.2033417282234627,1.2254794888180756,1.1940942971971897,0.6065115192396597
-0.9840686207783387,0.21187305290005842,0.45637636567948076,-0.10512341619657414,-0.5778389340645342,-0.2522507190650858,-0.5983745759829908,-0.5308524109064503,-0.7294819437079151,0.04831570150258131,0.252067985006734,-0.2802180191426432,-0.7718529259602405,-0.7991821959133852,-0.8067085305847197,-0.2131802484556495,1.1973947171295893,1.2086205035850495,0.6312594558618219
-1.0760364849365676,0.14334125685904509,0.28186011420495183,-0.11814003226619532,-0.6869439528599972,-0.13093873394204325,-0.6221714669396188,-0.34983358857500646,-0.572307247232508,-0.048708247482160655,0.2681038176009004,-0.4451992465659546,-0.545299855083005,-0.8509425843193053,-0.6135252746697016,-0.26014198629831475,1.2689024431187867,1.3144599134229455,0.6206122327071435
-1.1761198205079602,0.1665979109092684,0.3258835259275992,-0.097518765898169,-0.47386292272210434,-0.18026269490351773,-0.4574298786710779,-0.321794767573922,-0.5549903491571292,0.001341656395149978,0.23907552362505205,-0.5247994539734253,-0.5105395793397086,-0.7182739881723438,-0.709654814523284,-0.28141627230664473,1.2308642267145242,1.2664056110017783,0.6186047380976278
-1.1266808876377228,-0.08140609902097029,0.26777950456421645,-0.12687097396754543,-0.31159057674735113,-0.35604514612532595,-0.5316627138903893,-0.557426409661192,-0.48021106795365565,-0.014386470557073781,0.16909560869345058,-0.10299433057102862,-0.49069024556233903,-0.5912773666012061,-0.5790907707083758,-0.11094394933114965,1.1415543542776978,1.2670640611885484,0.6023766509491768
-1.1084812793874224,-0.10957656784539044,0.13573505811507464,-0.11577789449383687,-0.5798545179500935,-0.2992431384659899,-0.6746895194533064,-0.5810916220872889,-0.5725333648035625,0.007228852284939809,0.20434224046592703,-0.07753643573846047,-0.42363988251970724,-0.7566080713009856,-0.6746741901265413,-0.16577425024043124,1.1927441539218768,1.2981460221314594,0.6361246350457339
-1.0459679442246366,-0.036550062769285685,0.13922075478428467,-0.09715597849921724,-0.4911776317857533,-0.532051970361354,-0.6594918411618005,-0.6157256746014818,-0.5551428622976533,-0.23011856820630122,0.19694691226820377,-0.05494438399555821,-0.3893124747857177,-0.7053067338377679,-0.6580709914517752,-0.3317148710224891,1.2345797247231767,1.2699359925125198,0.6266004590121589
-0.6588261505663235,0.24764589733221432,0.38524207428144674,-0.05088298780919228,-0.6035407422575657,-0.45850207228401363,-0.910149583909138,-0.991754829397005,-0.7938955238711068,0.10099979212155247,0.2101662237464753,-0.1649046134392023,-0.5599590269041455,-0.7109404608910127,-0.7775987496614499,-0.2738750040003452,1.205601842652207,1.1724642528534401,0.6003240079123872
-0.8730606595215151,0.2861777950309279,0.25207016070226584,-0.1251995635784546,-0.5990321383586056,-0.19576854531150187,-0.7953748930107871,-1.0223238170069069,-0.7101317260532031,0.11123644175619532,0.2062059160910788,-0.38044856961832274,-0.4628714693249276,-0.7726806775247724,-0.8828209776142595,-0.514118711211597,1.3552589666444075,1.2322815966403333,0.6827216076983641
-0.8293582238235098,0.16969376752826792,0.32180242037516615,-0.14671856065407496,-0.6895464797806435,-0.39486773337750014,-0.765132073507247,-0.9079716805521647,-0.857533430628482,0.009951626185724798,0.20099903309630857,-0.27308346091646085,-0.3250415082232425,-0.7240362085569231,-0.8421776856230697,-0.5632733118561933,1.3398415200286795,1.2979366331142164,0.6708118291092189
-0.8506242354388924,0.26279575978387054,0.28564528262718625,-0.10892580715620405,-0.2863142066302038,-0.442634939749006,-0.8716561113521867,-0.8348065623660689,-0.6922845341226134,0.06937831889403485,0.22561209811185007,-0.3717859214607228,-0.6357080081336092,-0.8202191910933718,-0.8812868662885213,-0.6164224604022672,1.2964592961371126,1.3354428877673725,0.6413996698205597
-1.0437348101631962,0.011933500598346414,0.3706188025877239,-0.14875479871001765,-0.2301290792702202,-0.5091346775310222,-0.6581836760454631,-0.6222594875336125,-0.6579451904252619,0.10317488526551435,0.22809713875315446,-0.030583802306212847,-0.5327753683043598,-0.5889376281070937,-0.8537502078874301,-0.2569639867362758,1.3984427408139823,1.2921169539818567,0.6529825962849156
-1.183231416532632,0.10643694003764265,0.1444652861183717,-0.1802719155134092,-0.09236987471674721,-0.5754466529362935,-0.8125268857175925,-0.6215490524192546,-0.22507235843624218,0.04522843562250279,0.22924353943855874,-0.07979128115171276,-0.687101072672129,-0.7971727924513244,-0.8278967709266677,-0.28651436292452265,1.4803280381983364,1.288251000770504,0.6383473173984128
-0.9840017945538461,0.03690304411624684,0.3336234299348256,-0.15658756152834896,-0.1907956693535592,-0.4857391638768213,-0.8725706973343835,-0.4976974685091356,-0.5677380808404269,0.09259289939898865,0.20698110539122794,-0.13890133137615027,-0.6660574665190558,-0.8462089230984978,-0.5874121534804034,-0.07029240241137581,1.2878131650792177,1.3193651638750397,0.6915709885197494
-1.2471265420527924,0.03908478919043945,0.3587383693832371,-0.18934899754378506,-0.2976323283640394,-0.2253625434703623,-0.5527900979482887,-0.06352596414545962,-0.3672788755074328,0.16460411316925694,0.20222189353552125,-0.23047670140545864,-0.36775385843096275,-0.7691517151894312,-0.7558791971230059,-0.08448886029656785,1.3139813154614561,1.3254551886185946,0.6962754817368606
-1.090672713047038,0.09892264664059247,0.4729247866962693,-0.1593901246772924,-0.5613898372882067,-0.4202680880910022,-0.5340169667667531,-0.5163929550357409,-0.2053256071327666,0.02760744401299338,0.19690626943112713,-0.3329942941700171,-0.6376984261753167,-0.8201956131211222,-0.8643270276958882,-0.1370453229814082,1.1960784436411367,1.32556068886508,0.6368979211800153
-1.23018260668401,0.13639779704402222,0.20129398915556965,-0.1594433041870724,-0.5970675705063022,-0.4085595666083805,-0.5044331524562743,-0.4847060208464538,-0.36717864709148773,-0.03183323467768595,0.22286013227917043,-0.4869885340097815,-0.6235190311060744,-0.7132623144390864,-0.8523265268849884,-0.046797484304428746,1.2557269538294347,1.225197028874702,0.6187013749327751
-1.13008877703558,0.09907843052251608,-0.023224617915166376,-0.1235034978793465,-0.17648239378941946,-0.25941202480916686,-0.7754786146165584,-0.4896962810053314,-0.5368534088340643,0.0554347275622413,0.29963869697600876,-0.44162940776193355,-0.5604538489606306,-0.6139039537015752,-0.8972183275132452,-0.23441532050072206,1.2096991100812586,1.2171023936195797,0.6470518304801146
-0.9204016021282526,0.1582841191619443,0.28544540950941866,-0.06862061379656184,-0.41392399163502275,-0.4411011458943094,-1.1189622627488767,-0.7304019746618903,-0.5922727768864068,0.11497504199049227,0.31099299325439933,-0.1282159294780067,-0.6266289421990358,-1.0453454657048524,-0.9345307590438441,-0.2763863062920617,1.2674665184475449,1.3327265616390735,0.6760411162923247
-0.8727357321496937,0.13178099452651681,0.06836696489146347,-0.038249403111155794,-0.3813980484575858,-0.4282497323254889,-1.0979128844096613,-0.6259093982756351,-0.7284472658196309,0.11635006846777614,0.2723435958019669,-0.17826146087213324,-0.4142207491425344,-1.0041623169814484,-0.8526377999388595,-0.30775255957894665,1.280518733522716,1.3628666874009507,0.6707650997340459
-0.9614963800044363,0.08667921403048845,0.21165186392982563,-0.09057798780712487,-0.18754433396071876,-0.26722096953166624,-0.8712956355390082,-0.5664644398834158,-0.7220720064079913,-0.01238589314263831,0.2469105156503194,-0.09747733050680264,-0.4648164746429626,-0.5943181459919499,-0.7404836875096489,-0.46097421684689033,1.2352316465153954,1.3077307424837288,0.6930619300995045
-1.062505076819103,0.07155666458900778,0.0818414056007798,-0.10285811894020452,-0.0747719546972606,-0.30880063826921283,-0.8224315112735452,-0.44150038824840876,-0.6483099095809907,0.052899599333544274,0.23262928187407036,-0.15083674958310145,-0.524093491364457,-0.6830070354819637,-0.8243405111400154,-0.406084810348203,1.2338260520575797,1.2714377995737431,0.6402076772312971
-0.9919779888635718,0.19067189708550647,0.18539433389419477,-0.1271617982683814,-0.5429494503937022,-0.5019432444655246,-0.6791426098452555,-0.6857220805866929,-0.38586928266119097,6.112770698670465e-5,0.24979827424762904,-0.047138922862151454,-0.7322578653280188,-0.8348714009805531,-0.9071218577052746,-0.1537244558237138,1.1701455143753905,1.1375770008143342,0.6402913579965358
-1.0788729950874956,0.16590170866139092,0.24485005356175973,-0.1284163093747248,-0.3294612819437541,-0.3674830156924939,-0.6760758311940264,-0.5724843853733707,-0.3637710766582195,-0.012180451806834407,0.24280439926820177,-0.28609830983046586,-0.5953087310652885,-0.9582497084880165,-0.6850543097849598,-0.31191453605534064,1.1632299801883836,1.23056482142827,0.6292036715273979
-1.153696639919339,0.051608433898717054,0.3471688039703107,-0.13455128863789675,-0.4396817764533507,-0.3832685268375352,-0.6124586143956716,-0.49498390203795234,-0.4333489347062497,0.1033016769163737,0.24435958940365218,-0.17752523018512054,-0.6565678607144172,-1.0123134055925478,-0.6602814621704816,-0.017330355296037516,1.1767215975600824,1.2942605483135798,0.6311463535374696
-1.008603229783627,0.07907742145658697,0.3079696364970732,-0.12745403324203847,-0.5795166947836806,-0.44371454280552663,-0.8633450946596078,-0.5450393217328485,-0.38454821273823864,0.019581906711005896,0.19228062139234947,-0.29919705568336463,-0.4964292920711807,-0.8332932341215574,-0.7517081088670189,-0.17510111873849296,1.2001826182278885,1.1694147527400922,0.6466345609388073
-1.0397820824361448,0.14376773265743464,0.05583320432817173,-0.14768346601456867,-0.20822778816245333,-0.5947979700025757,-0.8865710215629652,-0.5831165828292899,-0.441992835636972,0.07047957925880821,0.23410928274654175,-0.326572709482562,-0.5618747625189535,-0.8208581557704127,-0.8798182037776254,-0.21190995734961646,1.247444251216393,1.2525703009126352,0.6097327113016404
-1.2611472752478856,0.2627287340903581,-0.056705940545535155,-0.18027606399469312,-0.021991979378717903,-0.25644333857282287,-0.6788332180166672,-0.42430162526695747,-0.48232962025453463,0.21823657029609547,0.1958898814668752,-0.35797845759128155,-0.685536916274695,-0.8495696104366244,-0.912114099836734,-0.27963945762203896,1.213170477029846,1.210012281125296,0.5785726842119624
-1.0691988128775787,0.3046105771581654,0.0572776757803663,-0.14574851305538397,-0.1632712122146041,-0.2562220589211331,-0.6096312129173449,-0.6065187793063164,-0.49448194895465836,-0.02696944147059671,0.195653400476136,-0.41220204047224884,-0.7594807927914713,-0.8682299556812036,-1.109799774678811,-0.24184672573118693,1.1236077303808183,1.2426966225247216,0.5808816345414997
-1.1651414861444964,0.3196764095945604,0.1374164624258632,-0.1664606204041518,-0.1990826073729565,-0.24625144769614177,-0.7200051102707332,-0.49705960390454423,-0.45750111025101053,0.09894357799797515,0.21517349765080845,-0.5227158441971308,-0.6856865732275288,-0.9702885407808617,-0.8407646061413043,-0.27969086730614895,1.2225513657016498,1.217217622549244,0.6237449511263337
-0.999198754074623,0.27469783010928184,0.21418046723816997,-0.0797037105219642,-0.5712526118115768,-0.3426010802895234,-0.5141060516603445,-0.6326094425208413,-0.4091239340407941,-0.02519129977531436,0.2702149873531834,-0.5369029076622646,-0.6611792712532135,-0.8558539496888969,-1.0641929014283809,-0.28964136410361346,1.2349125219332393,1.2229388722054977,0.7170502096805423
-0.9827026767929286,0.21587684354041514,0.19470727280200642,-0.05505832894839741,-0.5797134315357054,-0.7461598722607069,-0.6108828973532011,-0.699212077770929,-0.4070400199325767,0.029300639739921485,0.2521992271480187,-0.33258623987161334,-0.6433918078996943,-0.8257719060791441,-0.9311653913347028,-0.2169469538795195,1.2613036745014004,1.2489968084773762,0.6927289142581312
-1.0339173265526571,0.2556170324951497,0.2671910702031324,-0.12114810749156958,-0.37473108259187704,-0.3694651325021229,-0.3905687254488325,-0.24017653800462896,-0.8043723493252025,-0.08397666243354188,0.26931959980672293,-0.4831228159952605,-0.6251477780640977,-0.7619210125636806,-0.7223101286290098,-0.6371078030906503,1.132921845531603,1.2556221338821927,0.7145983801793014
-1.1224789879399384,0.01214766043834603,-0.031031776021673358,-0.11321455806188799,-0.2779349350240121,-0.4839238940963073,-0.8256345180034493,-0.6664786879117154,-0.42596047881472776,-0.1068343920739395,0.268377988044715,-0.18803216557897445,-0.5303800171439241,-0.7355925303840746,-0.8220665713902094,-0.17518283412998906,1.205436156610232,1.21496108306146,0.7295673087716564
-1.0747477172704973,5.513867985096343e-4,-0.002065795686075254,-0.0990520600826506,-0.41124800902863956,-0.3241096516220994,-0.8186850688842354,-0.5749536471207677,-0.4399956703186148,-0.2105018927100337,0.2851433663520894,-0.3041781672736025,-0.42963184206895444,-0.8485278802223879,-0.833806073313034,-0.0744238346840154,1.1654307917829503,1.2362544293126227,0.7231596125567872
-1.068990814959733,0.008712703264569521,-0.02408571598758305,-0.09202966264257119,-0.4019897545798328,-0.2953067393914823,-0.8813837307179383,-0.5600789577513107,-0.425907012995706,-0.2298648448821894,0.28315159695979497,-0.3368105088325758,-0.4220600822989339,-0.8313719816080407,-0.8337665325882714,-0.11795290553510032,1.1624973412699475,1.2276865309650569,0.7072518539293142
-1.047819037687022,0.03876374098441682,-0.04832323611364326,-0.08275949986776426,-0.32322707827079594,-0.4000293937010039,-0.9184017645116191,-0.5170139044623072,-0.43917732769200796,-0.24960686212164798,0.27921343875262916,-0.34718943513019335,-0.41188153716837356,-0.8181413213127257,-0.8493714082111267,-0.18213860779806634,1.1864896192223213,1.2526027501373176,0.691145593901208
-0.9971196001453915,-0.15575661568013976,0.13683253527740677,-0.12697649093837804,-0.32676494871456996,-0.5600292249130974,-0.86428565841205,-0.7898376577336564,-0.3992290739382573,-0.050551328047356,0.21045061458055261,0.14582634487086038,-0.6084440219279321,-0.5324313467412903,-0.7765993274848441,0.07122145640948167,1.211897742260035,1.1910773263929488,0.6563595703202276
-1.0747040884719374,0.0813877001619473,0.14466717571365062,-0.06917965146224213,-0.14845002399420407,-0.5437662133224856,-0.7311652957775224,-0.6489875597572945,-0.6819228504413262,-0.12339737449305913,0.2580458432139957,-0.2545863154167642,-0.6388608219280966,-0.9293172931202631,-1.0140036350353308,-0.26243458190071944,1.271499329433876,1.2781948686657325,0.7256638776547835
-1.1673677450214819,0.09209187328802343,0.01796928345575226,-0.09803072031093764,-0.0772660004099664,-0.35061938144898896,-0.6870992774400463,-0.41278303310885167,-0.48045507352598593,-0.2561980819022753,0.2783695497479821,-0.14777947591349141,-0.577456916996269,-0.6604164483458975,-0.7418907675740944,-0.21977939455222473,1.3269734552393133,1.1753364521200895,0.6685471995090013
-1.1500847758290558,0.011223863313107707,0.17915534996741928,-0.11926501321940639,0.01063555458388175,-0.3905874915614896,-0.6239411459335347,-0.35030499582149105,-0.37592907302027756,-0.24646319880378656,0.20768021912492543,-0.14939869230368533,-0.6026811906373568,-0.6640104144131259,-0.5543973606959401,-0.14167516666367733,1.2452510012333058,1.2489030658373312,0.6315179857927056
